1 FL "Domaine des Fouques" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 FL "Vecchia Cantina" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. "Santa Helena" - Rotwein , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Champagna "Moet & Chandon" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. Wein "Ciossmann-Rupert-Mouelx" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Rotwein "Remelluri - Reserva 2005 Rioja" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. Chateau de sales Pomerol - 2004 , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. Dragon Seal - (Rot 2005- Weiß 2006) , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. "Schloss Westerhaus - Riesling 1998" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Weißwein "Tokaji" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 FL. Sekt "Juve y Camps" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Rotwein "Heimann - Szekszardi Kekfrankos" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. "Patricius 2007 - Tokaji furmint" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. "Sivi Pinot" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. Rotwein "Bran Caia 2006" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Rotwein "Excellence de Bois Pertius" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Sekt "Vaux" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. Wein "Tinta Barocca I Weißer Burgunder" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. Wein "Chateau Bannet 205" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. "Castillo Yogay" Rotwein , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Dom Perignon "Vintage 2000" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
je 1 Fl. "Chateau Morgues Du Gres"; "Saint Cosme" Weißwein ; "Cote Terroir" Rotwein , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 FL. Sekt "HOBbiN" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl "Chivas Regal" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Prosecco "Sansibar" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Likör "Gorki List" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. Rotwein: "Excellence - Bois de Pertuis" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
je 1 Fl. "Vermentino (weißwein)" u. "Sangiovese (Rotwein)" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
je 1 Fl. Weißwein "Edition August Horch"; "Knebel"; "Röttgen" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
3 Fl. Wein "St. Antony" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
3 Fl. Wein "Stuttgarter Kriegsberg" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
3 Fl. Badische Weine: (2 x Aide Gott- Rotwein, 1 x Oberkireher Riesling) , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
1 Fl. "Rüdesheim Berg Rottland - Riesling 2008" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
3 Fl. "Salwey- Eichberg R" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
2 Fl. "La Grande Chapelle- Bordeaux" , Bundesministerium für Wirtschaft und Energie, 2010/01/27, n.a., n.a., BMWi, fail
Halstuch , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
chines. Bild Sun, moon ans stars (Oracle)" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bild mit Holzrahmen mit 2 koreanischen Masken , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband: "Frank 0 . Gehry- Pariser Platz 3" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bild: gerahmt: Relief aus Steinen: Kosova , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Winterbild im Rahmen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
"Mikimoto" - Bilderrahmen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
2 dekorative chinesische Porzellanfiguren (Drachen) , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Fensterbild , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Wandteller- Motiv: "St. Anrew's Chuzch" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Translator- 6 Languages (Taschenpocket) , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
6 Trinkbecher aus Stein in bl. Samtbox (1 Becher defekt) , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Kristallschale mit Zinnstiel , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Tasse mit Unterteller , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband: "Bulgarien - Weg der europ. Zivilation" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Mont Blanc Kugelschreiber , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Krawatte; "Eugenio Marinella" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bosch PMB 300 L - Laser-Maßband , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Buch: "Otto Dix in Gera" v. Lothar Toepel , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Buch: "Hundert Jahre Einsamkeit" Garcia Märquez , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kunstgefertigten Mantel/Umhang , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Wandbild mir Rahmen, verglast , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. bewegl. Puppe aus Holz , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Kunstgewerbliche Hand(-gelenk)tasche , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
"Waterford" Kristallschale , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Packung Parfüm "Armada Black" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
4 Omani-Ringe in Schatulle , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Vase aus Metall , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
7 griechische Silbermünzen im ·Karton , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband "Tokaj" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Ikone aus Holz , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband "Polska Poland" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bernsteinkette , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Silbermünze "Kasachstan" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildrolle aus Stoff "The Forbidden City" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband/ -katalog: Traditionelle Bekleidung der Kasachen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
limitierte Espresso-Tasse- Marke Rosenthai , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Box mit 4 Kupferbecher , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Porzellanteller in grüner Samtbox , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Schmuckschatulle mit Zündholzschachtelbox , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Krawatte I 1 Schaal , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Plastik "Öibrunnen" massiv in Schatulle , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Ukrainische Kunstpuppe , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
2 Paar Manschettenknöpfe (silber/gold) , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Swarowski-Kristall in Schatulle , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
chines. Porzellanvase , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Zinnelief , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband: "60 Jahre Leben in Mannheim" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Buch: "Rückkehr zur Avantgarde" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bild mit 2 vergoldeten Steinböcken , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Schreibmappe , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Handtasche , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Armbanduhr; Marke "Hamilton" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Nutzfahrzeugmodell; Fa. Wirtgen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Damenarmbanduhr; Marke "Cyma" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband "Marsi" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Tuch in Dose , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Glasskulptur , (Tittot) , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
gerahmtes Foto Kommunikationssatelliten COMSATBw-1 und COMSATBw-2 , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Hängemaltel-sitz , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
2 Bücher über Provinz Misiones I Argenlinien , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Buch: Islamische Republik/Weltkulturerbe , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband: "KA3AXCT AH" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband: "Grandes Do Maracanda" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bildband: "Painting in Pakistan" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Holzkästchen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Buch "Jekkes und Templer" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Krawatte , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Ikone aus Holz , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Porzellanteller von Güral Perselen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
handgeknüpfter Teppich , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Holzschachtel ohne Inhalt , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Halskette aus roten Kugeln , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Metalltischuhr Nobeltime , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Abzeich. mogolisch. Justuizm. I im Heiz-Glasrahmen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
2 Modelle einer Airbustür der Fa. Eurocopter , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Halstuch , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Geschenkset Schlüssel- und Brillenetui , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Schlüsselanhänger I Anslecker Expo 2010 China , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Seidenbild aus China , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Bilderrahmen mit Knochen , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Buch: "Contemporary Architecture in Eurasia , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
vietn. Reliefbild (Kupfer) , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
kl. Schale (16cm) "Georg Jensen Living" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 kl. Granitplatte "Die Legende des Urals" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
2 Kaschmir-Schals- Fa. Knauf Gips KG , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Rotwein: " Chateauneuf-du-pape - 2007 , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl. Reiswein , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl . Rotwein "Marco Porello" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl. Jim Be<:~n , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl. Kweichow Moutai , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
3 Fl Wein "Huster- 2009" , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl. Dostar Vodka Gold , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl. Chinggis Gold , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
1 Fl. Cognac , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Keramikschwert (2-teilig) Inhalt: alkoholisches Getränk , Bundesministerium für Wirtschaft und Energie, 2010/09/22, n.a., n.a., BMWi, fail
Elefant (Indien) aus Holz , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Schmuckteller aus Kazan , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bildband: "100 Wenders of lndia" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
energiesparende Steckerleiste , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Glasvase , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Wandteller "Azarbaycan" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
DVD "Sibiul Hermannstadt" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Metallteller in bl. Samtbox , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
kl. Gold Marble Vase mit Uhr , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Gebetsbuchgständer aus Holz , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Kristallvase schwarz , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Erinnerungsplakette Expo 2010 , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Fabelwesen aus Metall in brauner Schatulle , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
weiße kl. Teetasse in rosa Box , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
2 Porzellanbecher weiß in Holzschatulle , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
2 Porzellantassen weiß in Holzschatulle , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Teetasse mit Löffel , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
4 Plaketten wichtiger irakischen Symbole eingelassen in Holz , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
5 Gedenkmünzen Expo 2010 in Schatulle , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Buch mit chines. Scherenschnitten im Schuber , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Buch mit Expo-Briefmarken 2010 im Schuber , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Buch mit russ. Briefmarken im Schuber , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bild, gerahmt; mit 2 unter Glas eingel. Figuren , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bildband: "Goal" WM 2006 , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bild: "Brescia - Palazzo della Loggia" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Medaille mit arab. Inschrift , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Untersetzer , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Skulpturzweier Fabelwesen aus Sandglas , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Wandteller (Plaste) "Chin. Mauer" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
kl. Wandteller aus Keramik , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Silbermünze aus Mexico , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Teamjacke "Münch-Racing-Team" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
kl. Glasprisma Varazdin (Kroatien) , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Krawatte , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Briefmarken "Chinesische Literatur" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 CD "Anna Netrebko & Rolando Villazon" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 CD ''The best of christmas in vienna" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Krawatte , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Jahreskalender 2008- Giesecke & Devrient- mit 12 Banknoten -limitierter Auflage: hier 8/2000 (s. Rückseite) , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
